Timestamp,Controller,Initial State,Stabilization Time (s),Stabilization State,Result
2025-05-23 09:10:12,fis,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Não estabilizado
2025-05-23 09:11:39,genetic-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Não estabilizado
2025-05-23 09:12:29,fis,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Não estabilizado
2025-05-23 09:12:41,genetic-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Não estabilizado
2025-05-23 09:12:59,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:13:18,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:13:29,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:13:45,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:13:57,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:14:06,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:14:14,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:14:26,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:15:28,fis,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Não estabilizado
2025-05-23 09:15:31,fis,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Não estabilizado
2025-05-23 09:15:39,genetic-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Não estabilizado
2025-05-23 09:15:45,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:16:02,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:16:21,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:16:30,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:16:41,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 09:18:52,neuro-fuzzy,"[0, 0, np.float64(3.241592653589793), 0]",N/A,N/A,Caiu
2025-05-23 18:10:49,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:11:26,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:11:32,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:12:23,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:13:06,genetic-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:13:44,neuro-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:14:17,neuro-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:14:30,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:14:43,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:15:52,genetic-fuzzy,0,0,3.241592653589793,0,3.3,True
2025-05-23 18:20:57,neuro-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:21:09,neuro-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:21:23,neuro-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:21:35,neuro-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:21:49,neuro-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:23:29,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:25:14,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:25:27,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:25:38,fis,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:26:46,genetic-fuzzy,0,0,3.241592653589793,0,20.0,False
2025-05-23 18:27:03,genetic-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:27:14,fis,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:27:22,genetic-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:27:28,genetic-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:27:33,fis,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:27:53,neuro-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:28:07,neuro-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:28:19,neuro-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:28:23,neuro-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:28:37,neuro-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:28:50,neuro-fuzzy,0,0,3.241592653589793,0,30.0,False
2025-05-23 18:29:01,neuro-fuzzy,0,0,3.241592653589793,0,30.0,False
